won,round,prompt file,seed,ai total towers,ai guesses,ai bad parses\n2,11,prompt/NAVY_SEAL,0,21,0,0
2,12,prompt/NAVY_SEAL,1,24,0,0
2,11,prompt/NAVY_SEAL,2,21,0,0
1,11,prompt/NAVY_SEAL,3,21,0,0
2,11,prompt/NAVY_SEAL,4,21,0,0
1,11,prompt/NAVY_SEAL,5,21,0,0
1,12,prompt/NAVY_SEAL,6,24,0,0
2,12,prompt/NAVY_SEAL,7,24,0,0
2,10,prompt/NAVY_SEAL,8,18,0,0
1,13,prompt/NAVY_SEAL,9,28,0,0
1,12,prompt/NAVY_SEAL,10,24,0,0
2,12,prompt/NAVY_SEAL,11,24,0,0
2,14,prompt/NAVY_SEAL,12,32,0,0
2,11,prompt/NAVY_SEAL,13,21,0,0
1,12,prompt/NAVY_SEAL,14,24,0,0
2,14,prompt/NAVY_SEAL,15,32,0,0
2,12,prompt/NAVY_SEAL,16,24,0,0
2,11,prompt/NAVY_SEAL,17,21,0,0
1,12,prompt/NAVY_SEAL,18,24,0,0
2,10,prompt/NAVY_SEAL,19,18,0,0
2,13,prompt/NAVY_SEAL,20,28,0,0
2,10,prompt/NAVY_SEAL,21,18,0,0
1,10,prompt/NAVY_SEAL,22,18,0,0
2,8,prompt/NAVY_SEAL,23,12,0,0
2,11,prompt/NAVY_SEAL,24,21,0,0
2,9,prompt/NAVY_SEAL,25,15,0,0
2,11,prompt/NAVY_SEAL,26,21,0,0
2,9,prompt/NAVY_SEAL,27,15,0,0
2,12,prompt/NAVY_SEAL,28,24,0,0
2,13,prompt/NAVY_SEAL,29,28,0,0
2,11,prompt/NAVY_SEAL,30,21,1,0
2,8,prompt/NAVY_SEAL,31,12,0,0
2,11,prompt/NAVY_SEAL,32,21,0,0
2,12,prompt/NAVY_SEAL,33,24,1,0
2,12,prompt/NAVY_SEAL,34,24,1,0
2,11,prompt/NAVY_SEAL,35,21,2,0
1,12,prompt/NAVY_SEAL,36,24,1,0
2,11,prompt/NAVY_SEAL,37,21,1,0
1,14,prompt/NAVY_SEAL,38,32,1,0
2,11,prompt/NAVY_SEAL,39,21,0,0
2,13,prompt/NAVY_SEAL,40,28,2,0
2,13,prompt/NAVY_SEAL,41,28,1,0
2,13,prompt/NAVY_SEAL,42,28,1,0
1,12,prompt/NAVY_SEAL,43,24,4,0
2,10,prompt/NAVY_SEAL,44,18,1,0
2,11,prompt/NAVY_SEAL,45,21,1,0
2,13,prompt/NAVY_SEAL,46,28,2,0
1,13,prompt/NAVY_SEAL,47,28,1,0
2,14,prompt/NAVY_SEAL,48,32,1,0
1,13,prompt/NAVY_SEAL,49,28,2,0
